Position,Coverage,Identity
32229,995.00,1.00
32230,999.00,1.00
32231,997.00,1.00
32232,1006.00,0.99
32233,1016.00,1.00
32234,1016.00,0.99
32235,1023.00,1.00
32236,1039.00,0.99
32237,1032.00,0.99
32238,1041.00,0.99
32239,1049.00,0.99
32240,1049.00,1.00
32241,1049.00,0.99
32242,1052.00,1.00
32243,1051.00,1.00
32244,1051.00,0.99
32245,1049.00,1.00
32246,1055.00,0.99
32247,1050.00,0.99
32248,1051.00,1.00
32249,1050.00,0.99
32250,1038.00,0.99
32251,1038.00,1.00
32252,1037.00,1.00
32253,1030.00,0.99
32254,1029.00,0.98
32255,1032.00,0.99
32256,1036.00,1.00
32257,1040.00,1.00
32258,1041.00,0.99
32259,1029.00,1.00
32260,1028.00,1.00
32261,1040.00,0.98
32262,1041.00,1.00
32263,1039.00,1.00
32264,1030.00,1.00
32265,1023.00,1.00
32266,1022.00,1.00
32267,1023.00,0.99
32268,1026.00,1.00
32269,1034.00,1.00
32270,1038.00,1.00
32271,1048.00,1.00
32272,1052.00,0.99
32273,1055.00,0.98
32274,1055.00,0.99
32275,1046.00,0.99
32276,1049.00,1.00
32277,1045.00,1.00
32278,1047.00,1.00
32279,1050.00,1.00
32280,1047.00,1.00
32281,1058.00,1.00
32282,1053.00,1.00
32283,1054.00,1.00
32284,1064.00,1.00
32285,1067.00,0.99
32286,1068.00,1.00
32287,1072.00,0.99
32288,1068.00,0.99
32289,1065.00,0.00
32290,1067.00,0.99
32291,1071.00,1.00
32292,1066.00,0.99
32293,1069.00,1.00
32294,1069.00,1.00
32295,1063.00,1.00
32296,1058.00,0.99
32297,1060.00,1.00
32298,1062.00,1.00
32299,1060.00,1.00
32300,1066.00,0.99
32301,1066.00,1.00
32302,1071.00,0.99
32303,1072.00,1.00
32304,1079.00,1.00
32305,1080.00,1.00
32306,1081.00,0.99
32307,1081.00,0.99
32308,1089.00,0.99
32309,1096.00,1.00
32310,1096.00,1.00
32311,1098.00,1.00
32312,1099.00,1.00
32313,1097.00,0.99
32314,1097.00,1.00
32315,1100.00,1.00
32316,1108.00,0.99
32317,1096.00,0.99
32318,1081.00,1.00
32319,1090.00,1.00
32320,1097.00,0.99
32321,1098.00,1.00
32322,1097.00,0.99
32323,1099.00,1.00
32324,1104.00,1.00
32325,1105.00,0.99
32326,1105.00,1.00
32327,1107.00,1.00
32328,1107.00,1.00
32329,1111.00,0.99
32330,1113.00,0.99
32331,1106.00,0.99
32332,1112.00,1.00
32333,1113.00,0.99
32334,1106.00,1.00
32335,1116.00,1.00
32336,1124.00,0.99
32337,1110.00,0.99
32338,1115.00,0.99
32339,1109.00,1.00
32340,1102.00,1.00
32341,1100.00,1.00
32342,1090.00,0.99
32343,1089.00,1.00
32344,1084.00,1.00
32345,1085.00,1.00
32346,1085.00,1.00
32347,1084.00,1.00
32348,1071.00,1.00
32349,1074.00,0.99
32350,1072.00,1.00
32351,1073.00,0.99
32352,1069.00,0.99
32353,1065.00,1.00
32354,1067.00,1.00
32355,1073.00,1.00
32356,1072.00,1.00
32357,1068.00,0.99
32358,1068.00,1.00
32359,1076.00,1.00
32360,1081.00,1.00
32361,1087.00,0.99
32362,1089.00,0.99
32363,1091.00,1.00
32364,1090.00,1.00
32365,1092.00,1.00
32366,1081.00,0.99
32367,1083.00,0.99
32368,1099.00,0.99
32369,1106.00,0.99
32370,1111.00,0.99
32371,1104.00,1.00
32372,1116.00,1.00
32373,1117.00,0.99
32374,1117.00,0.99
32375,1125.00,1.00
32376,1124.00,0.98
32377,1120.00,1.00
32378,1115.00,1.00
32379,1129.00,1.00
32380,1127.00,1.00
32381,1131.00,1.00
32382,1132.00,1.00
32383,1127.00,1.00
32384,1120.00,1.00
32385,1122.00,0.99
32386,1117.00,0.99
32387,1103.00,0.99
32388,1101.00,1.00
32389,1103.00,1.00
32390,1100.00,0.99
32391,1107.00,0.99
32392,1111.00,0.99
32393,1114.00,1.00
32394,1114.00,0.99
32395,1121.00,1.00
32396,1120.00,1.00
32397,1118.00,1.00
32398,1123.00,0.99
32399,1121.00,0.99
32400,1124.00,0.99
32401,1116.00,0.99
32402,1111.00,0.99
32403,1113.00,1.00
32404,1121.00,0.99
32405,1115.00,0.99
32406,1116.00,0.99
32407,1108.00,0.99
32408,1102.00,1.00
32409,1096.00,1.00
32410,1093.00,1.00
32411,1100.00,0.99
32412,1091.00,0.99
32413,1092.00,1.00
32414,1091.00,0.99
32415,1097.00,1.00
32416,1097.00,0.99
32417,1096.00,1.00
32418,1109.00,1.00
32419,1107.00,0.98
32420,1110.00,0.99
32421,1116.00,0.99
32422,1106.00,0.99
32423,1101.00,1.00
32424,1113.00,0.99
32425,1114.00,1.00
32426,1117.00,1.00
32427,1114.00,1.00
32428,1117.00,1.00
32429,1122.00,1.00
32430,1119.00,0.99
32431,1123.00,0.99
32432,1112.00,0.99
32433,1105.00,0.99
32434,1102.00,0.99
32435,1096.00,1.00
32436,1087.00,1.00
32437,1091.00,0.99
32438,1083.00,0.99
32439,1080.00,0.99
32440,1081.00,0.99
32441,1075.00,0.99
32442,1073.00,0.99
32443,1064.00,0.99
32444,1063.00,0.99
32445,1070.00,0.99
32446,1072.00,0.99
32447,1066.00,0.99
32448,1066.00,0.99
32449,1072.00,0.99
32450,1067.00,0.99
32451,1067.00,1.00
32452,1062.00,1.00
32453,1057.00,0.99
32454,1057.00,0.99
32455,1052.00,1.00
32456,1048.00,0.99
32457,1037.00,1.00
32458,1025.00,0.99
32459,1019.00,1.00
32460,1024.00,1.00
32461,1023.00,0.98
32462,1026.00,0.99
32463,1029.00,0.99
32464,1027.00,0.99
32465,1027.00,0.99
32466,1016.00,0.99
32467,1017.00,0.99
32468,1023.00,0.99
32469,1015.00,1.00
32470,1009.00,1.00
32471,1006.00,1.00
32472,1005.00,1.00
32473,1002.00,1.00
32474,1000.00,1.00
32475,1000.00,0.99
32476,1001.00,0.99
32477,998.00,1.00
32478,1002.00,1.00
32479,999.00,0.99
32480,1002.00,1.00
32481,1004.00,1.00
32482,992.00,1.00
32483,996.00,1.00
32484,996.00,0.99
32485,1002.00,0.99
32486,994.00,0.99
32487,994.00,1.00
32488,995.00,1.00
32489,1007.00,0.99
32490,1018.00,0.99
32491,1023.00,0.99
32492,1029.00,0.99
32493,1032.00,0.99
32494,1039.00,0.99
32495,1037.00,0.99
32496,1033.00,1.00
32497,1029.00,0.99
32498,1028.00,1.00
32499,1028.00,0.98
32500,1024.00,0.98
32501,1019.00,0.98
32502,1017.00,0.99
32503,1012.00,0.98
32504,1025.00,1.00
32505,1021.00,1.00
32506,1017.00,0.99
32507,1021.00,0.99
32508,1009.00,0.99
32509,1002.00,0.99
32510,994.00,0.99
32511,1001.00,0.99
32512,999.00,1.00
32513,1002.00,1.00
32514,1013.00,1.00
32515,1021.00,0.99
32516,1032.00,0.99
32517,1028.00,0.99
32518,1011.00,1.00
32519,1008.00,0.99
32520,1009.00,0.98
32521,1004.00,0.99
32522,991.00,1.00
32523,984.00,0.99
32524,984.00,0.99
32525,972.00,1.00
32526,989.00,1.00
32527,996.00,0.98
32528,999.00,0.99
32529,985.00,0.99
32530,982.00,0.99
32531,973.00,1.00
32532,974.00,0.99
32533,976.00,0.99
32534,977.00,1.00
32535,983.00,0.99
32536,989.00,0.99
32537,988.00,0.99
32538,987.00,0.99
32539,988.00,1.00
32540,983.00,1.00
32541,977.00,0.99
32542,973.00,0.99
32543,973.00,0.98
32544,965.00,1.00
32545,961.00,0.98
32546,969.00,0.99
32547,971.00,0.99
32548,964.00,0.99
32549,965.00,0.99
32550,967.00,0.99
32551,979.00,0.99
32552,982.00,0.99
32553,976.00,1.00
32554,973.00,1.00
32555,981.00,1.00
32556,977.00,0.99
32557,982.00,0.99
32558,986.00,0.99
32559,988.00,1.00
32560,991.00,0.99
32561,982.00,0.99
32562,977.00,0.99
32563,977.00,1.00
32564,978.00,1.00
32565,978.00,0.99
32566,976.00,1.00
32567,973.00,1.00
32568,970.00,0.98
32569,972.00,0.99
32570,973.00,0.99
32571,972.00,0.99
32572,975.00,0.99
32573,976.00,0.99
32574,972.00,1.00
32575,979.00,1.00
32576,974.00,0.99
32577,970.00,0.98
32578,967.00,0.99
32579,954.00,1.00
32580,959.00,1.00
32581,963.00,0.99
32582,964.00,0.99
32583,976.00,0.99
32584,990.00,0.98
32585,990.00,0.99
32586,988.00,0.99
32587,992.00,0.99
32588,1001.00,0.98
32589,1005.00,0.98
32590,1011.00,0.99
32591,1005.00,0.99
32592,1007.00,0.97
32593,1012.00,0.98
32594,1015.00,1.00
32595,1012.00,0.99
32596,1010.00,1.00
32597,1008.00,0.99
32598,1004.00,1.00
32599,1002.00,0.99
32600,1011.00,1.00
32601,1009.00,1.00
32602,1007.00,0.99
32603,1005.00,1.00
32604,1009.00,1.00
32605,1018.00,0.99
32606,1016.00,0.98
32607,1019.00,1.00
32608,1025.00,0.99
32609,1030.00,0.99
32610,1024.00,1.00
32611,1026.00,0.99
32612,1032.00,0.98
32613,1033.00,0.99
32614,1028.00,0.99
32615,1028.00,0.99
32616,1026.00,1.00
32617,1024.00,0.98
32618,1018.00,0.98
32619,1017.00,0.98
32620,1017.00,0.99
32621,1021.00,1.00
32622,1018.00,0.99
32623,1023.00,0.99
32624,1022.00,0.97
32625,1023.00,1.00
32626,1022.00,0.99
32627,1024.00,0.99
32628,1018.00,0.99
32629,1020.00,0.99
32630,1016.00,0.98
32631,1022.00,0.97
32632,1030.00,0.99
32633,1027.00,0.97
32634,1039.00,0.99
32635,1032.00,0.98
32636,1032.00,0.00
32637,1032.00,0.00
32638,1032.00,0.00
32639,1032.00,0.00
32640,1043.00,0.95
32641,1042.00,0.00
32642,1042.00,0.00
32643,1042.00,0.00
32644,1042.00,0.00
32645,1051.00,0.94
32646,1040.00,0.00
32647,1040.00,0.00
32648,1040.00,0.00
32649,1040.00,0.00
32650,1040.00,0.00
32651,1040.00,0.00
32652,1040.00,0.00
32653,1040.00,0.00
32654,1040.00,0.00
32655,1045.00,0.99
32656,1040.00,0.98
32657,1031.00,0.99
32658,1032.00,0.99
32659,1033.00,0.97
32660,1023.00,0.01
32661,1023.00,0.01
32662,1023.00,0.01
32663,1028.00,0.99
32664,1032.00,0.99
32665,1038.00,1.00
32666,1044.00,0.99
32667,1045.00,0.99
32668,1045.00,1.00
32669,1041.00,0.99
32670,1051.00,0.99
32671,1064.00,0.99
32672,1070.00,0.92
32673,1085.00,0.97
32674,1081.00,1.00
32675,1086.00,0.99
32676,1091.00,1.00
32677,1090.00,0.99
32678,1101.00,0.99
32679,1117.00,0.96
32680,1124.00,0.90
32681,1117.00,0.99
32682,1123.00,0.99
32683,1125.00,0.89
32684,1121.00,0.99
32685,1115.00,1.00
32686,1110.00,0.98
32687,1108.00,0.97
32688,1109.00,0.99
32689,1108.00,1.00
32690,1111.00,0.99
32691,1113.00,0.99
32692,1125.00,0.98
32693,1128.00,0.98
32694,1127.00,0.99
32695,1123.00,0.99
32696,1103.00,0.99
32697,1101.00,0.99
32698,1106.00,0.99
32699,1115.00,1.00
32700,1126.00,0.99
32701,1131.00,1.00
32702,1133.00,0.98
32703,1130.00,1.00
32704,1137.00,0.82
32705,1131.00,0.99
32706,1137.00,1.00
32707,1153.00,0.99
32708,1153.00,0.98
32709,1151.00,0.99
32710,1149.00,0.99
32711,1150.00,0.99
32712,1157.00,1.00
32713,1152.00,0.95
32714,1153.00,0.99
32715,1155.00,0.99
32716,1159.00,0.99
32717,1155.00,0.99
32718,1160.00,0.99
32719,1168.00,1.00
32720,1168.00,0.97
32721,1160.00,0.99
32722,1159.00,0.99
32723,1165.00,1.00
32724,1162.00,0.77
32725,1157.00,0.96
32726,1163.00,0.96
32727,1166.00,1.00
32728,1164.00,0.98
32729,1167.00,0.99
32730,1171.00,0.98
32731,1180.00,0.99
32732,1183.00,0.99
32733,1186.00,0.95
32734,1189.00,0.96
32735,1194.00,0.97
32736,1198.00,0.94
32737,1205.00,0.99
32738,1205.00,0.91
32739,1196.00,0.92
32740,1197.00,0.99
32741,1196.00,0.94
32742,1197.00,0.96
32743,1197.00,0.99
32744,1197.00,0.97
32745,1192.00,0.95
32746,1198.00,0.94
32747,1199.00,0.95
32748,1199.00,0.98
32749,1196.00,0.70
32750,1187.00,0.95
32751,1193.00,0.99
32752,1187.00,0.92
32753,1174.00,0.91
32754,1161.00,0.96
32755,1161.00,0.92
32756,1166.00,0.96
32757,1216.00,0.98
32758,1221.00,0.98
32759,1220.00,0.99
32760,1225.00,0.98
32761,1229.00,0.90
32762,1227.00,0.93
32763,1235.00,0.99
32764,1224.00,0.00
32765,1239.00,0.99
32766,1250.00,0.99
32767,1249.00,0.99
32768,1245.00,0.99
32769,1242.00,0.99
32770,1236.00,0.99
32771,1241.00,0.98
32772,1236.00,0.10
32773,1237.00,0.95
32774,1228.00,0.00
32775,1237.00,0.97
32776,1231.00,0.00
32777,1236.00,0.98
32778,1226.00,0.00
32779,1229.00,0.97
32780,1217.00,0.00
32781,1220.00,0.97
32782,1217.00,0.00
32783,1231.00,0.96
32784,1248.00,0.99
32785,1251.00,0.99
32786,1251.00,0.96
32787,1256.00,0.98
32788,1254.00,0.93
32789,1250.00,0.94
32790,1262.00,0.99
32791,1265.00,0.97
32792,1273.00,0.98
32793,1280.00,0.96
32794,1276.00,0.94
32795,1284.00,0.93
32796,1292.00,0.98
32797,1290.00,0.92
32798,1287.00,0.95
32799,1296.00,0.98
32800,1297.00,0.65
32801,1296.00,0.99
32802,1293.00,0.94
32803,1296.00,0.94
32804,1297.00,0.99
32805,1295.00,0.95
32806,1309.00,0.99
32807,1310.00,0.91
32808,1301.00,0.99
32809,1307.00,0.98
32810,1304.00,0.91
32811,1298.00,0.99
32812,1297.00,0.99
32813,1293.00,0.99
32814,1293.00,0.98
32815,1292.00,0.99
32816,1284.00,0.95
32817,1282.00,0.90
32818,1279.00,0.99
32819,1284.00,0.92
32820,1281.00,0.99
32821,1272.00,0.98
32822,1265.00,0.98
32823,1267.00,0.99
32824,1290.00,0.99
32825,1298.00,0.95
32826,1287.00,0.00
32827,1299.00,0.99
32828,1300.00,0.99
32829,1291.00,0.99
32830,1295.00,0.98
32831,1292.00,0.99
32832,1294.00,1.00
32833,1292.00,0.98
32834,1308.00,0.98
32835,1313.00,0.96
32836,1311.00,0.98
32837,1302.00,0.99
32838,1314.00,0.98
32839,1316.00,0.97
32840,1309.00,0.98
32841,1306.00,0.97
32842,1301.00,0.98
32843,1304.00,0.99
32844,1300.00,0.98
32845,1300.00,0.97
32846,1293.00,0.98
32847,1293.00,0.99
32848,1290.00,0.99
32849,1283.00,0.99
32850,1290.00,0.99
32851,1300.00,1.00
32852,1315.00,0.99
32853,1317.00,0.96
32854,1320.00,0.61
32855,1322.00,0.99
32856,1303.00,0.99
32857,1293.00,0.99
32858,1299.00,0.98
32859,1293.00,0.62
32860,1285.00,0.99
32861,1282.00,0.99
32862,1270.00,0.99
32863,1275.00,1.00
32864,1266.00,1.00
32865,1261.00,0.98
32866,1263.00,1.00
32867,1263.00,0.98
32868,1266.00,1.00
32869,1266.00,0.99
32870,1268.00,1.00
32871,1268.00,0.99
32872,1265.00,0.99
32873,1262.00,1.00
32874,1256.00,0.65
32875,1252.00,0.99
32876,1247.00,0.99
32877,1247.00,0.98
32878,1248.00,1.00
32879,1250.00,0.99
32880,1255.00,0.99
32881,1245.00,0.98
32882,1245.00,0.99
32883,1242.00,0.98
32884,1245.00,0.98
32885,1249.00,0.66
32886,1248.00,1.00
32887,1239.00,1.00
32888,1234.00,0.99
32889,1232.00,0.67
32890,1227.00,1.00
32891,1230.00,0.99
32892,1227.00,0.97
32893,1214.00,0.99
32894,1207.00,1.00
32895,1201.00,1.00
32896,1197.00,0.99
32897,1195.00,1.00
32898,1187.00,0.99
32899,1185.00,0.99
32900,1186.00,1.00
32901,1179.00,0.99
32902,1185.00,0.99
32903,1176.00,1.00
32904,1176.00,0.99
32905,1183.00,0.98
32906,1189.00,0.98
32907,1195.00,0.99
32908,1196.00,0.99
32909,1192.00,0.99
32910,1194.00,0.98
32911,1202.00,1.00
32912,1207.00,1.00
32913,1209.00,0.99
32914,1205.00,1.00
32915,1195.00,0.99
32916,1194.00,0.99
32917,1192.00,0.99
32918,1180.00,0.99
32919,1187.00,1.00
32920,1185.00,0.99
32921,1183.00,1.00
32922,1175.00,0.99
32923,1172.00,0.98
32924,1176.00,0.99
32925,1187.00,0.99
32926,1190.00,1.00
32927,1181.00,1.00
32928,1176.00,0.99
32929,1183.00,0.99
32930,1181.00,0.98
32931,1187.00,0.99
32932,1191.00,0.99
32933,1185.00,0.99
32934,1175.00,1.00
32935,1169.00,1.00
32936,1167.00,0.99
32937,1163.00,0.99
32938,1156.00,1.00
32939,1145.00,0.99
32940,1147.00,0.99
32941,1140.00,0.99
32942,1142.00,0.99
32943,1133.00,1.00
32944,1117.00,0.99
32945,1120.00,0.99
32946,1122.00,1.00
32947,1118.00,0.99
32948,1114.00,0.99
32949,1111.00,0.99
32950,1105.00,0.99
32951,1092.00,1.00
32952,1091.00,0.97
32953,1089.00,1.00
32954,1102.00,0.84
32955,1104.00,0.99
32956,1107.00,1.00
32957,1115.00,0.99
32958,1118.00,0.99
32959,1126.00,0.99
32960,1115.00,1.00
32961,1109.00,1.00
32962,1105.00,1.00
32963,1102.00,0.99
32964,1098.00,1.00
32965,1089.00,1.00
32966,1083.00,1.00
32967,1080.00,1.00
32968,1082.00,0.88
32969,1092.00,1.00
32970,1104.00,0.99
32971,1110.00,0.98
32972,1110.00,0.99
32973,1109.00,0.99
32974,1118.00,1.00
32975,1113.00,1.00
32976,1105.00,0.99
32977,1105.00,0.99
32978,1100.00,0.99
32979,1101.00,1.00
32980,1098.00,1.00
32981,1086.00,0.99
32982,1072.00,1.00
32983,1062.00,0.00
32984,1062.00,0.00
32985,1062.00,0.00
32986,1071.00,0.95
32987,1063.00,1.00
32988,1064.00,0.95
32989,1063.00,0.95
32990,1063.00,0.97
32991,1049.00,0.98
32992,1047.00,1.00
32993,1043.00,0.00
32994,1043.00,0.00
32995,1043.00,0.00
32996,1043.00,0.00
32997,1043.00,0.00
32998,1049.00,0.98
32999,1052.00,0.99
33000,1061.00,0.99
33001,1061.00,0.98
33002,1070.00,0.99
33003,1070.00,0.99
33004,1072.00,0.99
33005,1066.00,0.99
33006,1070.00,1.00
33007,1076.00,1.00
33008,1063.00,0.99
33009,1060.00,1.00
33010,1039.00,0.99
33011,1033.00,0.99
33012,1043.00,0.99
33013,1054.00,1.00
33014,1060.00,0.99
33015,1069.00,1.00
33016,1070.00,0.99
33017,1073.00,1.00
33018,1083.00,1.00
33019,1087.00,1.00
33020,1086.00,1.00
33021,1086.00,0.99
33022,1081.00,1.00
33023,1077.00,1.00
33024,1082.00,1.00
33025,1082.00,0.99
33026,1086.00,0.99
33027,1091.00,1.00
33028,1092.00,1.00
33029,1096.00,0.99
33030,1093.00,0.99
33031,1090.00,1.00
33032,1088.00,0.99
33033,1098.00,1.00
33034,1097.00,1.00
33035,1094.00,0.99
33036,1100.00,0.99
33037,1100.00,0.99
33038,1095.00,1.00
33039,1103.00,1.00
33040,1108.00,1.00
33041,1107.00,1.00
33042,1100.00,1.00
33043,1105.00,1.00
33044,1105.00,1.00
33045,1113.00,1.00
33046,1108.00,1.00
33047,1110.00,0.99
33048,1112.00,1.00
33049,1103.00,0.99
33050,1109.00,0.99
33051,1115.00,1.00
33052,1121.00,1.00
33053,1119.00,1.00
33054,1120.00,1.00
33055,1119.00,0.99
33056,1119.00,1.00
33057,1123.00,1.00
33058,1118.00,1.00
33059,1119.00,1.00
33060,1124.00,0.99
33061,1124.00,1.00
33062,1126.00,1.00
33063,1121.00,0.99
33064,1117.00,0.99
33065,1106.00,0.99
33066,1105.00,1.00
33067,1104.00,1.00
33068,1105.00,0.99
33069,1096.00,0.99
33070,1093.00,0.99
33071,1087.00,0.99
33072,1092.00,0.99
33073,1092.00,1.00
33074,1087.00,0.99
33075,1086.00,0.99
33076,1085.00,1.00
33077,1087.00,1.00
33078,1091.00,0.99
33079,1087.00,1.00
33080,1084.00,1.00
33081,1088.00,1.00
33082,1084.00,1.00
33083,1083.00,1.00
33084,1081.00,1.00
33085,1093.00,1.00
33086,1093.00,1.00
33087,1093.00,1.00
33088,1087.00,1.00
33089,1082.00,1.00
33090,1078.00,1.00
33091,1081.00,1.00
33092,1084.00,1.00
33093,1088.00,1.00
33094,1098.00,0.99
33095,1097.00,0.99
33096,1100.00,1.00
33097,1105.00,1.00
33098,1105.00,1.00
33099,1111.00,0.99
33100,1111.00,0.99
33101,1112.00,1.00
33102,1113.00,0.99
33103,1110.00,1.00
33104,1105.00,1.00
33105,1107.00,1.00
33106,1120.00,0.99
33107,1121.00,1.00
33108,1123.00,0.99
33109,1124.00,0.99
33110,1128.00,0.99
33111,1130.00,1.00
33112,1123.00,0.99
33113,1115.00,1.00
33114,1121.00,0.99
33115,1119.00,1.00
33116,1118.00,0.99
33117,1113.00,0.99
33118,1120.00,0.99
33119,1121.00,0.99
33120,1137.00,1.00
33121,1135.00,1.00
33122,1139.00,1.00
33123,1144.00,0.99
33124,1147.00,1.00
33125,1150.00,0.99
33126,1148.00,0.99
33127,1145.00,1.00
33128,1139.00,0.99
33129,1135.00,0.99
33130,1139.00,1.00
33131,1142.00,0.99
33132,1142.00,0.99
33133,1140.00,0.99
33134,1141.00,1.00
33135,1148.00,1.00
33136,1145.00,1.00
33137,1142.00,1.00
33138,1137.00,1.00
33139,1141.00,0.99
33140,1146.00,1.00
33141,1141.00,1.00
33142,1137.00,1.00
33143,1132.00,1.00
33144,1127.00,1.00
33145,1131.00,0.99
33146,1136.00,1.00
33147,1146.00,1.00
33148,1140.00,0.99
33149,1133.00,1.00
33150,1123.00,0.99
33151,1121.00,0.99
33152,1126.00,0.99
33153,1136.00,1.00
33154,1135.00,0.99
33155,1135.00,1.00
33156,1133.00,1.00
33157,1135.00,1.00
33158,1139.00,1.00
33159,1137.00,1.00
33160,1143.00,1.00
33161,1141.00,1.00
33162,1131.00,0.99
33163,1118.00,1.00
33164,1118.00,0.99
33165,1117.00,0.99
33166,1111.00,1.00
33167,1112.00,1.00
33168,1114.00,0.99
33169,1112.00,1.00
33170,1114.00,1.00
33171,1119.00,0.99
33172,1125.00,0.99
33173,1122.00,1.00
33174,1113.00,1.00
33175,1116.00,0.99
33176,1114.00,1.00
33177,1115.00,0.99
33178,1115.00,1.00
33179,1123.00,1.00
33180,1129.00,1.00
33181,1135.00,1.00
33182,1135.00,0.99
33183,1132.00,1.00
33184,1131.00,1.00
33185,1134.00,1.00
33186,1130.00,0.99
33187,1133.00,1.00
33188,1135.00,1.00
33189,1135.00,0.99
33190,1130.00,1.00
33191,1132.00,0.99
33192,1135.00,1.00
33193,1135.00,0.99
33194,1133.00,1.00
33195,1129.00,1.00
33196,1135.00,1.00
33197,1140.00,1.00
33198,1138.00,0.99
33199,1145.00,1.00
33200,1143.00,1.00
33201,1141.00,0.99
33202,1136.00,0.99
33203,1135.00,1.00
33204,1136.00,1.00
33205,1135.00,1.00
33206,1134.00,0.99
33207,1138.00,0.99
33208,1143.00,1.00
33209,1140.00,1.00
33210,1125.00,1.00
33211,1136.00,0.99
33212,1138.00,0.99
33213,1137.00,0.99
33214,1134.00,0.99
33215,1141.00,1.00
33216,1135.00,0.99
33217,1141.00,0.99
33218,1150.00,0.99
33219,1151.00,1.00
33220,1151.00,0.99
33221,1155.00,1.00
33222,1159.00,1.00
33223,1153.00,1.00
33224,1151.00,1.00
33225,1153.00,0.99
33226,1154.00,1.00
33227,1148.00,0.99
33228,1146.00,0.99
33229,1151.00,0.99
33230,1145.00,1.00
33231,1141.00,0.99
33232,1136.00,0.99
33233,1121.00,1.00
33234,1120.00,1.00
33235,1110.00,0.99
33236,1110.00,1.00
33237,1108.00,1.00
33238,1110.00,1.00
33239,1114.00,0.99
33240,1113.00,1.00
33241,1122.00,0.99
33242,1117.00,1.00
33243,1112.00,0.99
33244,1097.00,0.99
33245,1101.00,1.00
33246,1111.00,1.00
33247,1113.00,1.00
33248,1113.00,0.99
33249,1109.00,0.99
33250,1110.00,0.99
33251,1113.00,1.00
33252,1112.00,0.99
33253,1101.00,1.00
33254,1108.00,1.00
33255,1112.00,1.00
33256,1107.00,0.99
33257,1106.00,1.00
33258,1109.00,0.99
33259,1106.00,0.99
33260,1112.00,0.99
33261,1119.00,0.99
33262,1110.00,1.00
33263,1108.00,0.99
33264,1110.00,0.99
33265,1112.00,0.99
33266,1115.00,0.99
33267,1117.00,0.99
33268,1125.00,0.99
33269,1131.00,1.00
33270,1117.00,0.99
33271,1117.00,1.00
33272,1126.00,0.99
33273,1127.00,0.99
33274,1129.00,1.00
33275,1127.00,1.00
33276,1123.00,0.99
33277,1121.00,0.99
33278,1119.00,0.99
33279,1132.00,0.99
33280,1145.00,1.00
33281,1155.00,0.99
33282,1152.00,0.99
33283,1155.00,1.00
33284,1163.00,1.00
33285,1157.00,0.99
33286,1170.00,0.99
33287,1166.00,1.00
33288,1168.00,0.99
33289,1161.00,0.99
33290,1160.00,1.00
33291,1164.00,0.99
33292,1174.00,0.99
33293,1191.00,1.00
33294,1199.00,1.00
33295,1197.00,0.99
33296,1189.00,1.00
33297,1185.00,0.99
33298,1193.00,0.99
33299,1196.00,1.00
33300,1195.00,1.00
33301,1197.00,1.00
33302,1192.00,0.99
33303,1194.00,0.99
33304,1201.00,0.99
33305,1204.00,1.00
33306,1205.00,1.00
33307,1208.00,0.99
33308,1207.00,0.99
33309,1205.00,0.99
33310,1203.00,0.98
33311,1214.00,0.99
33312,1228.00,0.99
33313,1232.00,0.99
33314,1227.00,1.00
33315,1228.00,1.00
33316,1228.00,1.00
33317,1226.00,0.99
33318,1219.00,1.00
33319,1218.00,1.00
33320,1221.00,1.00
33321,1231.00,1.00
33322,1228.00,0.99
33323,1232.00,1.00
33324,1238.00,0.99
33325,1233.00,1.00
33326,1231.00,0.99
33327,1226.00,0.99
33328,1226.00,0.99
33329,1224.00,1.00
33330,1219.00,0.99
33331,1225.00,1.00
33332,1225.00,0.99
33333,1221.00,1.00
33334,1230.00,1.00
33335,1229.00,1.00
33336,1226.00,1.00
33337,1217.00,1.00
33338,1217.00,1.00
33339,1213.00,1.00
33340,1216.00,1.00
33341,1221.00,1.00
33342,1214.00,1.00
33343,1211.00,1.00
33344,1212.00,0.99
33345,1210.00,1.00
33346,1201.00,1.00
33347,1198.00,0.99
33348,1190.00,0.00
33349,1190.00,0.00
33350,1190.00,0.00
33351,1190.00,0.00
33352,1190.00,0.00
33353,1190.00,0.00
33354,1198.00,1.00
33355,1197.00,1.00
33356,1191.00,0.99
33357,1195.00,1.00
33358,1201.00,1.00
33359,1198.00,0.99
33360,1185.00,0.99
33361,1192.00,0.99
33362,1189.00,1.00
33363,1183.00,1.00
33364,1180.00,0.99
33365,1182.00,0.99
33366,1180.00,0.99
33367,1182.00,0.99
33368,1170.00,0.99
33369,1169.00,1.00
33370,1170.00,1.00
33371,1168.00,1.00
33372,1168.00,0.99
33373,1165.00,0.99
33374,1153.00,1.00
33375,1166.00,1.00
33376,1164.00,0.99
33377,1164.00,1.00
33378,1162.00,0.99
33379,1177.00,1.00
33380,1179.00,1.00
33381,1170.00,1.00
33382,1168.00,1.00
33383,1167.00,1.00
33384,1166.00,0.99
33385,1167.00,0.99
33386,1165.00,1.00
33387,1170.00,1.00
33388,1180.00,1.00
33389,1190.00,1.00
33390,1192.00,0.99
33391,1190.00,1.00
33392,1185.00,1.00
33393,1186.00,1.00
33394,1195.00,0.99
33395,1196.00,0.99
33396,1199.00,0.99
33397,1191.00,1.00
33398,1198.00,1.00
33399,1199.00,1.00
33400,1204.00,0.99
